Age,Profession,Sex,Province,S_Occasion,S_Frequency,S_Screentime,S_Time(weekday),S_Time(weekend),S_Usage(festival),S_Influence,C_Frequency,C_Favorite,C_BestBrand,C_Occasion,C_Fresh_Taste,C_Intense,C_Smooth,C_Acidic,C_Aroma,C_Alert,C_Origin,C_Portable,C_Value,C_Nutrition,C_Brand_Trust,C_Premium_Look,T_Occasion,T_Frequency,T_Favorite,T_Reason,T_Trial,T_Channel,T_Aroma,T_Intense,T_No_Sugar,T_Zero_Cal,T_Nutrition,T_Origin,T_Brew_Method,T_Portable,T_Brand_Trust,T_Premium_Look,Cluster_ID
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Facebook,1-2 ครั้ง/อาทิตย์,3-4 ชม./วัน,"05.00-8.59น., 18.00-21.59น.",9.00-17.59น.,ใช้น้อยกว่าปกติ,"แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",กาแฟผงสำเร็จรูป,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
23-29ปี,พนักงานบริษัทเอกชน,ชาย,นนทบุรี,Facebook,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล, ดื่มระหว่างเดินทาง/ขับรถ",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,มีรสชาติดี,ลองถ้าเห็นโฆษณาน่าสนใจ,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,ชอบชา
18-22ปี,นักเรียน,ชาย,กรุงเทพมหานคร,LINE,ทุกวัน,3-4 ชม./วัน,"05.00-8.59น., 18.00-21.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น.",ใช้น้อยกว่าปกติ,"โทรทัศน์, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แอปพลิเคชั่นแชท/ส่งเมสเสจ เช่น LINE, Facebook Messenger",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",มันไม่หวานเกินไปและไม่จืดเกินไป,ลองถ้าเห็นโฆษณาน่าสนใจ,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากร้านโชว์ห่วย/ร้านชำ",3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,ชอบชา
18-22ปี,นักศึกษา,หญิง,กรุงเทพมหานคร,Instagram,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟพร้อมดื่ม (Ready to drink),กาแฟพร้อมดื่ม (Ready to drink),Arabic,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล",ชาแก้วขายตามร้าน เช่น Kamu,"ชงเอง เช่น ผงชา, ใบชา, ถุงชา",รสสดใหม่,ลองถ้าเห็นคนรีวิวเยอะ,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ทุกวัน,3-4 ชม./วัน,9.00-17.59น.,18.00-21.59น.,ใช้น้อยกว่าปกติ,"โทรทัศน์, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดื่มระหว่างเดินทาง/ขับรถ,ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,เลือกทอปปิ้งได้,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากร้านโชว์ห่วย/ร้านชำ",4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,ชอบชา
30-39ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,Facebook,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,"โทรทัศน์, วิทยุ, บิลบอร์ด/ป้ายโฆษณา, รถเมล์/รถไฟฟ้า, สื่อ ณ จุดขาย, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,High Coffee,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล",5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ได้รสชาติตามที่ต้องการ,"ลองเลย ชอบลองของออกใหม่อยู่แล้ว, ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากร้านโชว์ห่วย/ร้านชำ",4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้น้อยกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แอปพลิเคชั่นแชท/ส่งเมสเสจ เช่น LINE, Facebook Messenger",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มระหว่างเดินทาง/ขับรถ","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",กินง่าย,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,ชอบชา
23-29ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Newcafe,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า,"ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",อร่อย ง่าย,"ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ชอบทั้งกาแฟและชา
18-22ปี,นักศึกษา,ชาย,แพร่,Facebook,ทุกวัน,3-4 ชม./วัน,18.00-21.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ,"ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",สะดวก,ลองถ้าเห็นโฆษณาน่าสนใจ,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากร้านโชว์ห่วย/ร้านชำ",4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,ชอบชา
40-49ปี,ธุรกิจส่วนตัว,หญิง,กรุงเทพมหานคร,Twitter,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า,"ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชาแก้วขายตามร้าน เช่น Kamu,ชอบกลิ่นของใบชา,ลองถ้าเห็นคนรีวิวเยอะ,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,ชอบชา
